Country,Cancer_Type,Total_Deaths,Population_Size
Nigeria,Thyroid,2040.0,1317643973.0
Pakistan,Cervical,4915.0,1366200049.0
Mexico,Pancreatic,3906.0,1062383723.0
USA,Liver,1532.0,
South Africa,Stomach,2595.0,
Spain,Cervical,4270.0,99260018.0
Indonesia,Cervical,4349.0,14039607.0
Vietnam,Stomach,2865.0,384038020.0
Canada,Oesophagus,692.0,622189074.0
Pakistan,Lung,4735.0,1181008392.0
Bangladesh,Colorectal,3968.0,706535256.0
Egypt,Breast,1636.0,690885870.0
South Korea,Pancreatic,2459.0,89453484.0
UK,Prostate,3899.0,978325943.0
Argentina,Lung,104.0,478188364.0
Japan,Breast,891.0,1136347380.0
Germany,Lung,4637.0,1334562932.0
Argentina,Cervical,1034.0,221900644.0
Vietnam,Colorectal,2670.0,1221615870.0
Japan,Prostate,2956.0,149714866.0
Italy,Lung,2044.0,131723917.0
Turkey,Breast,1982.0,751985404.0
China,Prostate,,806051781.0
South Korea,Prostate,,321961560.0
UK,Liver,1019.0,709348574.0
China,Pancreatic,1121.0,267378959.0
Indonesia,Cervical,786.0,760100350.0
China,Liver,1415.0,904311194.0
USA,Breast,3680.0,1078911363.0
Nigeria,Breast,277.0,799554447.0
USA,Oesophagus,3620.0,74776291.0
Germany,Lung,494.0,
Saudi Arabia,Lung,1669.0,1323623316.0
Nigeria,Oesophagus,,322473345.0
Vietnam,Thyroid,2254.0,669228150.0
Canada,Stomach,2753.0,796751465.0
Australia,Lung,3100.0,1008072129.0
Indonesia,Stomach,3552.0,497712517.0
USA,Lung,3676.0,395691203.0
Egypt,Pancreatic,1231.0,337342016.0
Pakistan,Thyroid,3306.0,766607483.0
Japan,Colorectal,,1121445515.0
Turkey,Thyroid,884.0,275729562.0
Mexico,Breast,3049.0,135679949.0
Brazil,Oesophagus,2082.0,946279063.0
USA,Breast,4502.0,603928721.0
France,Colorectal,2814.0,496233040.0
South Korea,Liver,2459.0,961900424.0
Russia,Breast,3734.0,970661649.0
Brazil,Breast,3325.0,534900087.0
India,Breast,57.0,32266356.0
Egypt,Prostate,2569.0,222656209.0
Mexico,Stomach,2269.0,172383236.0
UK,Thyroid,3924.0,1380613487.0
Japan,Liver,3778.0,518984565.0
China,Thyroid,3379.0,313197879.0
Brazil,Pancreatic,3421.0,990253037.0
UK,Stomach,663.0,694554760.0
Canada,Liver,738.0,878953235.0
Canada,Pancreatic,947.0,1301149580.0
Saudi Arabia,Cervical,159.0,309256551.0
USA,Prostate,4855.0,1091850442.0
Spain,Breast,3062.0,1161129981.0
Russia,Prostate,2968.0,1254036722.0
France,Thyroid,1210.0,1278464252.0
Vietnam,Liver,4031.0,237209909.0
South Africa,Pancreatic,3660.0,1296223961.0
USA,Colorectal,4794.0,921187495.0
Canada,Pancreatic,2053.0,60666954.0
Spain,Prostate,1577.0,723200600.0
Italy,Breast,1963.0,1025192536.0
Germany,Colorectal,4391.0,1042161321.0
Japan,Thyroid,3231.0,18181814.0
France,Colorectal,4943.0,49320619.0
Canada,Stomach,3396.0,208684937.0
Germany,Cervical,2913.0,1123836659.0
Australia,Breast,,1389566658.0
Indonesia,Prostate,555.0,450597607.0
China,Liver,4300.0,992084766.0
Saudi Arabia,Oesophagus,2056.0,105001813.0
Vietnam,Colorectal,4256.0,784648957.0
China,Lung,,1353714770.0
Nigeria,Oesophagus,4014.0,554777124.0
Indonesia,Thyroid,1724.0,925092146.0
Bangladesh,Lung,1240.0,665683116.0
USA,Lung,2442.0,1250436861.0
South Africa,Lung,1971.0,1072173590.0
South Korea,Pancreatic,4439.0,322007833.0
Canada,Oesophagus,2742.0,1044813686.0
India,Thyroid,,782162731.0
Argentina,Prostate,1877.0,792849739.0
USA,Cervical,2549.0,1340787456.0
Spain,Thyroid,766.0,686962401.0
Egypt,Prostate,680.0,938592146.0
Japan,Prostate,4910.0,
Nigeria,Lung,134.0,1349782272.0
Vietnam,Breast,3818.0,769136593.0
Argentina,Oesophagus,786.0,1197136839.0
South Korea,Prostate,2757.0,1203330200.0
India,Oesophagus,276.0,1039349353.0
Argentina,Stomach,3407.0,1040900764.0
Germany,Pancreatic,1357.0,78109596.0
Nigeria,Cervical,4254.0,375657536.0
Vietnam,Stomach,4280.0,727404494.0
Mexico,Prostate,4436.0,115981787.0
Russia,Thyroid,4008.0,1384951523.0
UK,Oesophagus,1702.0,1193759401.0
Australia,Stomach,1917.0,704010023.0
Bangladesh,Oesophagus,76.0,861961759.0
Turkey,Pancreatic,4699.0,1242083412.0
USA,Thyroid,982.0,1359574768.0
Mexico,Stomach,3508.0,1129721171.0
Pakistan,Oesophagus,516.0,714054035.0
Mexico,Thyroid,2750.0,304166675.0
China,Lung,1548.0,1036938978.0
Saudi Arabia,Colorectal,667.0,935055468.0
South Africa,Lung,3827.0,1299712296.0
Spain,Cervical,4603.0,506656372.0
Vietnam,Prostate,2737.0,789491701.0
Brazil,Breast,1554.0,1148112277.0
Japan,Colorectal,4017.0,1339292906.0
Argentina,Prostate,229.0,778387006.0
France,Stomach,2635.0,257263685.0
Brazil,Cervical,2119.0,
USA,Pancreatic,4908.0,34303130.0
Australia,Cervical,971.0,861432067.0
China,Oesophagus,3142.0,1148352579.0
Saudi Arabia,Cervical,4890.0,320184446.0
India,Stomach,1560.0,470442651.0
Pakistan,Pancreatic,3649.0,1130584053.0
South Africa,Pancreatic,3326.0,247157648.0
Brazil,Liver,2769.0,379959141.0
Indonesia,Cervical,4782.0,1130684787.0
France,Lung,1073.0,707253724.0
Vietnam,Liver,201.0,1018957318.0
South Korea,Liver,,1171626664.0
China,Stomach,764.0,507316768.0
Bangladesh,Colorectal,3200.0,970895330.0
Japan,Lung,3675.0,600327697.0
USA,Pancreatic,298.0,1124766386.0
China,Cervical,1194.0,900455866.0
Pakistan,Liver,4532.0,291489578.0
Brazil,Prostate,4584.0,311189285.0
Argentina,Prostate,3393.0,874844769.0
Brazil,Liver,770.0,545587252.0
Turkey,Oesophagus,4618.0,1379413005.0
UK,Cervical,3279.0,544408576.0
Argentina,Stomach,1056.0,
Turkey,Pancreatic,4778.0,76199533.0
Nigeria,Liver,3348.0,1000461268.0
Turkey,Lung,2518.0,1305981731.0
Egypt,Liver,4169.0,66551068.0
South Korea,Thyroid,3863.0,461045178.0
China,Pancreatic,587.0,502809317.0
South Korea,Colorectal,2874.0,1118598280.0
Nigeria,Pancreatic,2735.0,1100125472.0
Japan,Lung,2030.0,920172606.0
South Korea,Thyroid,589.0,449295509.0
USA,Colorectal,3934.0,1039447184.0
India,Breast,4103.0,884044283.0
India,Lung,,
Indonesia,Prostate,4566.0,566241507.0
Brazil,Oesophagus,533.0,1072293862.0
UK,Pancreatic,1078.0,568645084.0
Indonesia,Breast,101.0,626175962.0
Mexico,Thyroid,292.0,235053188.0
Canada,Breast,1736.0,1228255186.0
South Korea,Stomach,2871.0,1178651578.0
South Korea,Cervical,1890.0,37058355.0
Indonesia,Pancreatic,474.0,1007787267.0
USA,Cervical,2177.0,
Mexico,Prostate,744.0,609631710.0
Brazil,Breast,403.0,
China,Thyroid,3740.0,1274510861.0
Spain,Prostate,1739.0,690846041.0
Pakistan,Cervical,342.0,734266581.0
UK,Breast,766.0,1276525388.0
South Korea,Prostate,4674.0,1095619702.0
Italy,Lung,4625.0,193545173.0
Spain,Liver,4622.0,956306748.0
USA,Oesophagus,4170.0,1233809555.0
Argentina,Colorectal,2528.0,404797908.0
Turkey,Lung,2414.0,436696481.0
Brazil,Prostate,687.0,831316208.0
Saudi Arabia,Thyroid,2455.0,1176757917.0
Bangladesh,Stomach,1349.0,947104709.0
Spain,Liver,3998.0,1044470882.0
India,Colorectal,739.0,1207080723.0
Bangladesh,Lung,4489.0,330969277.0
Saudi Arabia,Stomach,2656.0,428150704.0
Egypt,Stomach,761.0,337755273.0
Turkey,Stomach,2660.0,678125683.0
Canada,Liver,488.0,640732585.0
Egypt,Breast,3583.0,783867662.0
Turkey,Lung,3928.0,1188964711.0
Mexico,Breast,3391.0,1114791343.0
UK,Pancreatic,3142.0,382682574.0
UK,Liver,4288.0,440521886.0
Germany,Stomach,1833.0,755435466.0
Pakistan,Stomach,917.0,390331181.0
South Korea,Liver,1538.0,675291218.0
South Africa,Pancreatic,517.0,1058125070.0
Saudi Arabia,Oesophagus,3971.0,451689765.0
Canada,Thyroid,1467.0,983317459.0
Italy,Oesophagus,1826.0,1214599686.0
Mexico,Breast,1131.0,209301623.0
Japan,Liver,4986.0,778091917.0
Bangladesh,Thyroid,2975.0,721273539.0
Egypt,Oesophagus,4134.0,1363536456.0
Vietnam,Breast,4111.0,344561958.0
Egypt,Prostate,1061.0,638553070.0
UK,Cervical,863.0,500311074.0
Egypt,Thyroid,3996.0,1159496154.0
Italy,Colorectal,2366.0,557665303.0
Russia,Thyroid,2193.0,1030969888.0
Australia,Breast,322.0,306529824.0
Brazil,Stomach,3694.0,92482301.0
Spain,Breast,1766.0,1184061519.0
Canada,Lung,3025.0,455273535.0
Japan,Stomach,4150.0,119583638.0
Germany,Breast,406.0,610623469.0
Saudi Arabia,Oesophagus,253.0,1391011082.0
Egypt,Cervical,3795.0,1248738535.0
Australia,Breast,1646.0,
Egypt,Oesophagus,546.0,1028490262.0
Pakistan,Colorectal,4847.0,1042878409.0
Russia,Lung,4982.0,672736548.0
Brazil,Prostate,112.0,755126318.0
Vietnam,Lung,1629.0,54387776.0
Canada,Stomach,4384.0,1181544321.0
USA,Cervical,589.0,448075442.0
Egypt,Lung,4343.0,1170764093.0
Vietnam,Thyroid,,731804782.0
Argentina,Prostate,4175.0,778254065.0
South Africa,Stomach,2763.0,124937127.0
Italy,Thyroid,1130.0,54472500.0
Australia,Stomach,1905.0,664948493.0
India,Thyroid,3554.0,690457735.0
South Korea,Pancreatic,3429.0,38911893.0
Argentina,Cervical,1648.0,1210154495.0
Australia,Oesophagus,1678.0,144942877.0
Vietnam,Lung,3228.0,805824452.0
South Korea,Colorectal,2697.0,1219991433.0
France,Thyroid,3422.0,715433928.0
Australia,Pancreatic,1119.0,1037919141.0
South Africa,Cervical,2826.0,335482825.0
Turkey,Colorectal,1242.0,107256288.0
Indonesia,Lung,863.0,212701799.0
Argentina,Pancreatic,1202.0,748506757.0
Pakistan,Colorectal,2805.0,504458620.0
Saudi Arabia,Prostate,1933.0,96779438.0
UK,Liver,317.0,624694281.0
Egypt,Stomach,3721.0,356662057.0
Vietnam,Stomach,2862.0,972145412.0
South Africa,Breast,4730.0,697916503.0
India,Prostate,4135.0,277274994.0
Pakistan,Liver,433.0,1381960402.0
Bangladesh,Breast,4006.0,1216233090.0
Egypt,Colorectal,2900.0,1330549341.0
Japan,Breast,4575.0,804723370.0
India,Thyroid,3461.0,1012365541.0
Spain,Prostate,1099.0,814411182.0
Australia,Pancreatic,1883.0,22094370.0
Indonesia,Pancreatic,847.0,94903253.0
Nigeria,Liver,4517.0,840662151.0
USA,Lung,3025.0,926802842.0
Saudi Arabia,Pancreatic,1340.0,790691644.0
Brazil,Prostate,2237.0,555314524.0
China,Cervical,116.0,45408950.0
Turkey,Stomach,1442.0,266510774.0
South Korea,Cervical,4041.0,1545287.0
Russia,Breast,3071.0,351151894.0
Germany,Oesophagus,1751.0,1391652124.0
Germany,Thyroid,628.0,42134159.0
Saudi Arabia,Oesophagus,1655.0,284157063.0
Argentina,Prostate,4093.0,702221575.0
France,Oesophagus,2028.0,556681452.0
Canada,Cervical,4555.0,1312560992.0
Australia,Lung,2930.0,217733929.0
Canada,Prostate,2720.0,815373124.0
Pakistan,Stomach,,1248623101.0
Canada,Liver,4985.0,1080630756.0
USA,Prostate,4334.0,436116109.0
Canada,Colorectal,4422.0,1385534757.0
Bangladesh,Stomach,2204.0,931063007.0
Mexico,Prostate,2854.0,1222246099.0
USA,Colorectal,2270.0,1095568373.0
Australia,Stomach,4039.0,321448160.0
Argentina,Breast,1048.0,889065553.0
Egypt,Pancreatic,771.0,525442168.0
France,Thyroid,,1317670382.0
Russia,Pancreatic,1743.0,774944072.0
Canada,Cervical,3444.0,1046674990.0
Australia,Liver,4075.0,775974650.0
Japan,Pancreatic,3629.0,554482095.0
Nigeria,Prostate,2853.0,959455162.0
Saudi Arabia,Breast,2280.0,1254623110.0
Turkey,Oesophagus,4862.0,1388828538.0
South Korea,Cervical,508.0,1027093061.0
China,Pancreatic,1751.0,618697133.0
Japan,Lung,676.0,664962879.0
Argentina,Liver,2506.0,463603060.0
Nigeria,Oesophagus,256.0,52520831.0
USA,Thyroid,3366.0,553507367.0
Turkey,Prostate,1406.0,389988634.0
Nigeria,Breast,4818.0,1039729219.0
Pakistan,Stomach,3646.0,492871045.0
India,Pancreatic,1989.0,1120562233.0
Vietnam,Lung,2845.0,1191010820.0
India,Liver,4418.0,680719620.0
Brazil,Thyroid,2723.0,224429493.0
Nigeria,Pancreatic,1099.0,530587524.0
UK,Thyroid,2641.0,1157705566.0
China,Oesophagus,3839.0,370452987.0
Italy,Oesophagus,4054.0,1065396878.0
Italy,Cervical,140.0,295799602.0
UK,Pancreatic,525.0,84562294.0
South Korea,Breast,2096.0,873944116.0
South Africa,Liver,4871.0,1106515902.0
Spain,Stomach,3740.0,594326412.0
Pakistan,Stomach,,441035930.0
South Africa,Prostate,3316.0,434383584.0
Saudi Arabia,Prostate,4679.0,716497100.0
Germany,Liver,2795.0,941505292.0
Australia,Pancreatic,134.0,740008460.0
South Africa,Pancreatic,2689.0,378340435.0
Bangladesh,Oesophagus,4986.0,196853411.0
Russia,Lung,126.0,860895460.0
Canada,Prostate,2480.0,
Saudi Arabia,Lung,3554.0,333504912.0
UK,Pancreatic,,
Spain,Prostate,2271.0,803823482.0
South Korea,Stomach,455.0,1114311283.0
Turkey,Thyroid,2179.0,1303240401.0
Egypt,Prostate,4166.0,496877400.0
South Africa,Pancreatic,447.0,924940558.0
Egypt,Pancreatic,,796763584.0
Brazil,Thyroid,3523.0,
Japan,Lung,1858.0,940813375.0
USA,Liver,3976.0,651967825.0
Bangladesh,Thyroid,1994.0,1085409333.0
Turkey,Stomach,487.0,1375637734.0
Spain,Pancreatic,272.0,112098270.0
Germany,Breast,1660.0,442290310.0
Spain,Stomach,2010.0,747861989.0
Indonesia,Lung,4654.0,
Argentina,Thyroid,4050.0,1096955105.0
USA,Pancreatic,2714.0,1251903112.0
France,Pancreatic,1115.0,241449880.0
France,Thyroid,1326.0,792235752.0
Australia,Liver,653.0,539238751.0
Canada,Thyroid,238.0,755898128.0
Pakistan,Prostate,725.0,765845666.0
Russia,Colorectal,687.0,1122758063.0
Vietnam,Liver,2046.0,1150198223.0
Indonesia,Colorectal,1894.0,73856449.0
Mexico,Lung,96.0,920126863.0
Italy,Oesophagus,869.0,1365506542.0
France,Stomach,3857.0,1174851680.0
Brazil,Cervical,3072.0,299056404.0
Brazil,Thyroid,1130.0,1376898256.0
Italy,Stomach,3196.0,1184013474.0
Egypt,Cervical,1327.0,753095029.0
France,Lung,3784.0,443182965.0
Mexico,Lung,2267.0,
China,Oesophagus,2936.0,882429426.0
Turkey,Liver,845.0,389495539.0
Italy,Stomach,3378.0,742798534.0
Turkey,Stomach,3056.0,588433436.0
Russia,Thyroid,3234.0,569641930.0
Spain,Lung,2439.0,98978045.0
Egypt,Cervical,4193.0,674661253.0
Nigeria,Breast,3908.0,626185089.0
Vietnam,Oesophagus,1268.0,
Indonesia,Liver,1810.0,175782698.0
France,Pancreatic,774.0,142665465.0
Saudi Arabia,Breast,1394.0,664277833.0
China,Prostate,,357500297.0
Bangladesh,Colorectal,4500.0,1289663368.0
France,Oesophagus,,53260669.0
Brazil,Cervical,3604.0,1150087084.0
Egypt,Breast,2809.0,1378846532.0
Vietnam,Cervical,108.0,583436194.0
Egypt,Thyroid,820.0,701500578.0
South Africa,Oesophagus,438.0,1145838007.0
Spain,Lung,3974.0,1107990412.0
Germany,Liver,3472.0,353320100.0
USA,Cervical,4484.0,767388063.0
Japan,Stomach,4902.0,562402176.0
USA,Breast,645.0,30152632.0
France,Stomach,485.0,326677258.0
Mexico,Cervical,1523.0,117224626.0
Mexico,Breast,4522.0,19888524.0
USA,Lung,2032.0,980150879.0
Argentina,Colorectal,2488.0,138379695.0
Pakistan,Colorectal,2918.0,1360879089.0
South Africa,Thyroid,4259.0,544175382.0
Saudi Arabia,Prostate,3867.0,229377529.0
France,Colorectal,823.0,980299123.0
Pakistan,Prostate,1976.0,340172118.0
South Korea,Breast,2269.0,1297832285.0
Argentina,Colorectal,67.0,570876549.0
Germany,Cervical,4380.0,263159350.0
France,Lung,4016.0,84567686.0
Italy,Cervical,1742.0,275077294.0
Indonesia,Cervical,2820.0,515298013.0
Canada,Prostate,4426.0,831849572.0
Spain,Pancreatic,4976.0,693520751.0
Argentina,Pancreatic,3317.0,261261791.0
Turkey,Liver,1188.0,908360581.0
Mexico,Colorectal,1745.0,1364518498.0
Egypt,Lung,1636.0,1288531999.0
Vietnam,Lung,4563.0,185830411.0
UK,Stomach,2381.0,1331409283.0
Brazil,Cervical,4730.0,591117279.0
Russia,Lung,2719.0,1342585978.0
South Africa,Breast,2318.0,1182578101.0
Bangladesh,Oesophagus,2106.0,1098739682.0
Japan,Cervical,4977.0,573797438.0
South Korea,Prostate,2472.0,278624694.0
Indonesia,Cervical,4679.0,507045298.0
USA,Lung,3536.0,366615310.0
Brazil,Thyroid,2799.0,613924776.0
Argentina,Breast,4091.0,559636467.0
Egypt,Breast,2874.0,308795717.0
India,Colorectal,1455.0,1202036520.0
Bangladesh,Pancreatic,1936.0,1382307033.0
Indonesia,Prostate,3037.0,288988753.0
Australia,Colorectal,3625.0,263868462.0
Australia,Liver,4592.0,1306526531.0
France,Oesophagus,2777.0,1119938596.0
China,Stomach,4770.0,655827832.0
Nigeria,Breast,1913.0,1355860340.0
Spain,Prostate,2403.0,1307275758.0
South Africa,Pancreatic,,87289587.0
USA,Prostate,4877.0,832067612.0
Mexico,Stomach,2551.0,1115854049.0
Russia,Stomach,987.0,19618582.0
Mexico,Colorectal,2130.0,538187451.0
UK,Cervical,1805.0,137477987.0
China,Liver,3440.0,1061275867.0
China,Liver,1266.0,653207808.0
Italy,Lung,1253.0,415359879.0
Vietnam,Liver,1940.0,862618273.0
Australia,Prostate,3081.0,1116515179.0
Pakistan,Liver,440.0,794158729.0
South Africa,Pancreatic,2561.0,1142797881.0
Mexico,Liver,3027.0,202400180.0
Australia,Breast,3796.0,719885786.0
South Africa,Lung,148.0,923990675.0
Nigeria,Prostate,2245.0,336508769.0
Indonesia,Stomach,4715.0,944288958.0
Saudi Arabia,Colorectal,4872.0,207472445.0
Nigeria,Oesophagus,1051.0,303957062.0
Egypt,Colorectal,1620.0,678653955.0
Saudi Arabia,Cervical,4448.0,684562290.0
Brazil,Oesophagus,3679.0,1334304967.0
Saudi Arabia,Pancreatic,1113.0,669139703.0
Saudi Arabia,Thyroid,688.0,805234188.0
Nigeria,Lung,2792.0,496283513.0
China,Stomach,1192.0,500091796.0
Bangladesh,Colorectal,2170.0,216765828.0
Italy,Liver,601.0,1092365127.0
Italy,Lung,3325.0,505105409.0
France,Liver,1026.0,1013937978.0
Spain,Lung,4241.0,105165545.0
Spain,Lung,3400.0,1252170435.0
Saudi Arabia,Cervical,3264.0,727838317.0
India,Breast,,431915933.0
Egypt,Pancreatic,2981.0,190186146.0
Mexico,Liver,4119.0,438733097.0
Mexico,Liver,4035.0,813287756.0
South Korea,Liver,4191.0,638051940.0
France,Cervical,395.0,770240501.0
Bangladesh,Colorectal,4992.0,1170219504.0
Pakistan,Prostate,2992.0,354233904.0
Vietnam,Liver,1126.0,13980298.0
Argentina,Colorectal,1221.0,237382265.0
China,Breast,3820.0,848080466.0
France,Liver,3211.0,629834705.0
Spain,Pancreatic,,841478608.0
Germany,Stomach,3848.0,1169924810.0
USA,Thyroid,4196.0,434041515.0
Turkey,Liver,4810.0,129712924.0
Germany,Prostate,3957.0,744903376.0
Egypt,Stomach,3749.0,
South Africa,Pancreatic,500.0,1071612867.0
Egypt,Cervical,1412.0,322187582.0
Saudi Arabia,Thyroid,400.0,381840919.0
Bangladesh,Cervical,,1276885277.0
Germany,Prostate,1358.0,1359206823.0
Spain,Thyroid,4054.0,1143425391.0
UK,Prostate,2975.0,200486626.0
Argentina,Cervical,4728.0,1329744171.0
Bangladesh,Pancreatic,294.0,412432695.0
Russia,Thyroid,4695.0,1387766700.0
Russia,Oesophagus,4873.0,721986528.0
Brazil,Colorectal,4784.0,786128956.0
India,Pancreatic,4729.0,535333460.0
Australia,Thyroid,2323.0,194085956.0
China,Prostate,490.0,1330136276.0
Bangladesh,Prostate,3595.0,1323896728.0
Pakistan,Breast,1517.0,214265618.0
Italy,Pancreatic,461.0,
South Korea,Prostate,863.0,311376801.0
Brazil,Lung,4391.0,1058394766.0
China,Colorectal,4728.0,728411204.0
Pakistan,Cervical,1780.0,792062879.0
Bangladesh,Stomach,2024.0,1395219140.0
Pakistan,Breast,599.0,207428328.0
Pakistan,Prostate,1987.0,942629416.0
South Africa,Lung,253.0,1291035590.0
Argentina,Breast,4496.0,1091102656.0
Egypt,Lung,4464.0,1235834227.0
Nigeria,Breast,3638.0,318364321.0
Russia,Prostate,2586.0,101924792.0
Germany,Lung,156.0,1078517279.0
Egypt,Thyroid,3861.0,526332414.0
Mexico,Pancreatic,2751.0,1260814725.0
Canada,Stomach,3947.0,329102227.0
South Korea,Cervical,2269.0,1111787602.0
Pakistan,Stomach,3986.0,
Nigeria,Cervical,4140.0,832150289.0
Brazil,Oesophagus,1007.0,1325773752.0
USA,Colorectal,2625.0,216102079.0
Mexico,Oesophagus,2417.0,1263550069.0
Italy,Liver,,1074120753.0
Germany,Prostate,2596.0,1094452216.0
Turkey,Thyroid,3786.0,1005349133.0
Indonesia,Pancreatic,,975512368.0
Canada,Thyroid,1722.0,1033681233.0
France,Stomach,451.0,38834377.0
Bangladesh,Cervical,651.0,135650487.0
USA,Oesophagus,3049.0,237322418.0
Vietnam,Thyroid,4363.0,1003323537.0
Pakistan,Oesophagus,4331.0,665460995.0
Vietnam,Colorectal,3502.0,815163123.0
Pakistan,Colorectal,3684.0,316017055.0
South Africa,Cervical,337.0,744903406.0
China,Liver,137.0,675649514.0
Germany,Thyroid,2255.0,1383334916.0
Indonesia,Pancreatic,3017.0,1328246285.0
Japan,Oesophagus,,1303355521.0
Canada,Oesophagus,3584.0,478561330.0
Indonesia,Colorectal,269.0,934031102.0
Egypt,Prostate,1532.0,494110962.0
Japan,Cervical,3288.0,1313355767.0
Canada,Oesophagus,371.0,913330258.0
UK,Colorectal,,747609171.0
Germany,Colorectal,4986.0,509732309.0
South Korea,Lung,1886.0,269085022.0
Turkey,Oesophagus,2609.0,269851560.0
South Africa,Lung,1618.0,1038707819.0
Mexico,Pancreatic,2372.0,
South Korea,Pancreatic,4770.0,173312258.0
Indonesia,Colorectal,3013.0,1276145572.0
Pakistan,Prostate,402.0,782784920.0
Vietnam,Prostate,1078.0,752333936.0
Italy,Lung,4620.0,493040250.0
Canada,Colorectal,2059.0,772612291.0
Bangladesh,Lung,977.0,529587636.0
Germany,Cervical,79.0,359675622.0
Russia,Lung,2590.0,257875440.0
Indonesia,Liver,3869.0,760924312.0
Indonesia,Oesophagus,544.0,1081488198.0
Argentina,Pancreatic,4533.0,1168287726.0
Italy,Breast,922.0,495991555.0
South Africa,Colorectal,884.0,1098237420.0
India,Prostate,3374.0,824795307.0
Canada,Thyroid,679.0,567057874.0
Germany,Oesophagus,3036.0,1224061550.0
Indonesia,Breast,79.0,629236517.0
Spain,Liver,,1344911812.0
USA,Thyroid,856.0,93461371.0
Brazil,Prostate,2018.0,342529337.0
Japan,Liver,3518.0,937178764.0
Egypt,Prostate,3630.0,930544253.0
France,Prostate,2010.0,1174294780.0
Canada,Colorectal,4389.0,1286217847.0
China,Thyroid,270.0,1095073759.0
Mexico,Cervical,1393.0,523127296.0
Spain,Lung,4676.0,49868375.0
Nigeria,Lung,2312.0,570892330.0
France,Oesophagus,2464.0,170120902.0
Bangladesh,Prostate,2211.0,678970832.0
Mexico,Oesophagus,4170.0,257938333.0
China,Thyroid,3031.0,749192035.0
Japan,Prostate,907.0,725001980.0
Italy,Prostate,822.0,695869574.0
China,Breast,2542.0,558268386.0
India,Pancreatic,69.0,1396669879.0
Germany,Lung,855.0,1237733133.0
China,Thyroid,1430.0,735975217.0
Mexico,Liver,2225.0,299576349.0
Vietnam,Liver,2455.0,1000476727.0
Bangladesh,Cervical,3413.0,83324607.0
Brazil,Stomach,3476.0,658545664.0
Spain,Thyroid,930.0,169317157.0
India,Stomach,3158.0,1268631144.0
Italy,Breast,1383.0,424793432.0
Nigeria,Liver,1734.0,1384053985.0
Mexico,Thyroid,3014.0,432500679.0
Bangladesh,Prostate,,61830519.0
UK,Pancreatic,2607.0,1127432083.0
Indonesia,Colorectal,,1056978307.0
India,Pancreatic,2092.0,503856724.0
France,Cervical,828.0,1041337242.0
Turkey,Liver,3209.0,98101833.0
India,Oesophagus,1796.0,313434774.0
Bangladesh,Oesophagus,3990.0,928033888.0
Brazil,Colorectal,470.0,1134768650.0
Australia,Liver,1901.0,301201298.0
Bangladesh,Thyroid,2158.0,94821642.0
South Korea,Prostate,4724.0,201535062.0
Germany,Cervical,4046.0,1391605508.0
China,Oesophagus,1408.0,563075444.0
Japan,Colorectal,3960.0,978200625.0
Saudi Arabia,Pancreatic,2676.0,893447620.0
Vietnam,Prostate,2737.0,187756881.0
USA,Oesophagus,4256.0,200402946.0
